"ride_id","rideable_type","started_at","ended_at","start_station_name","start_station_id","end_station_name","end_station_id","member_casual","month","round_trip","start_station_total_docks","end_station_total_docks","started_at_time","ended_at_time","trip_length","started_time_of_day","ended_time_of_day"
"DDE007BD2C0CE37A","electric_bike","2024-03-19 13:08:37","2024-03-19 13:14:44","Central Square at Mass Ave / Essex St","M32011","Broadway at Kittie Knox Bike Path","Z32998","member",3,0,19,23,"2024-03-19 13:08:37","2024-03-19 13:14:44",6.11666666666667,"afternoon","afternoon"
"BE814139E5854C70","classic_bike","2024-03-23 05:47:43","2024-03-23 05:58:14","Kennedy-Longfellow School 158 Spring St","M32065","Harvard Square at Mass Ave/ Dunster","M32018","member",3,0,19,19,"2024-03-23 05:47:43","2024-03-23 05:58:14",10.5166666666667,"night","night"
"D1A965AA9E05F143","classic_bike","2024-03-10 19:54:01","2024-03-10 19:57:10","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","M32024","Graham and Parks School – Linnaean St at Walker St","M32068","member",3,0,19,18,"2024-03-10 19:54:01","2024-03-10 19:57:10",3.15,"evening","evening"
"D78EF4F9AA535DD7","electric_bike","2024-03-28 07:43:21","2024-03-28 07:48:25","Harvard St at Greene-Rose Heritage Park","M32055","MIT at Mass Ave / Amherst St","M32006","member",3,0,19,27,"2024-03-28 07:43:21","2024-03-28 07:48:25",5.06666666666667,"morning","morning"
"6DF37075679C3A72","electric_bike","2024-03-12 20:55:27","2024-03-12 21:06:00","Cambridge Dept. of Public Works -147 Hampshire St.","M32052","Harvard Square at Mass Ave/ Dunster","M32018","casual",3,0,19,19,"2024-03-12 20:55:27","2024-03-12 21:06:00",10.55,"evening","night"
"90EED352ED0F5275","classic_bike","2024-03-20 23:04:23","2024-03-20 23:09:41","MIT Carleton St at Amherst St","M32070","MIT at Mass Ave / Amherst St","M32006","member",3,0,27,27,"2024-03-20 23:04:23","2024-03-20 23:09:41",5.3,"night","night"
"FF683A6C7F7C8809","classic_bike","2024-03-22 09:47:24","2024-03-22 09:49:44","One Broadway / Kendall Sq at Main St / 3rd St","M32003","Ames St at Broadway","M32059","member",3,0,23,19,"2024-03-22 09:47:24","2024-03-22 09:49:44",2.33333333333333,"morning","morning"
"590DB53467869168","electric_bike","2024-03-03 14:44:49","2024-03-03 15:03:01","Linear Park - Mass. Ave. at Cameron Ave. ","M32025","Mass Ave at Albany St","M32061","casual",3,0,19,18,"2024-03-03 14:44:49","2024-03-03 15:03:01",18.2,"afternoon","afternoon"
"61A0EC2A181C734A","classic_bike","2024-03-10 15:02:41","2024-03-10 15:05:15","MIT Carleton St at Amherst St","M32070","Ames St at Broadway","M32059","member",3,0,27,19,"2024-03-10 15:02:41","2024-03-10 15:05:15",2.56666666666667,"afternoon","afternoon"
"B932B6C079B8BA4F","classic_bike","2024-03-24 16:54:32","2024-03-24 17:00:24","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","M32014","Lower Cambridgeport at Magazine St / Riverside Rd","M32022","member",3,0,15,19,"2024-03-24 16:54:32","2024-03-24 17:00:24",5.86666666666667,"evening","evening"
"303E254A24E44F21","electric_bike","2024-03-17 00:29:58","2024-03-17 00:33:23","Mass Ave at Hadley/Walden","M32056","Rindge Avenue - O'Neill Library","M32036","casual",3,0,19,19,"2024-03-17 00:29:58","2024-03-17 00:33:23",3.41666666666667,"night","night"
"21EB2B3B7D245DFA","classic_bike","2024-03-17 14:58:53","2024-03-17 15:17:33","One Kendall Square at Hampshire St / Portland St","M32002","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","M32014","casual",3,0,19,15,"2024-03-17 14:58:53","2024-03-17 15:17:33",18.6666666666667,"afternoon","afternoon"
"F37F76A5384F8299","electric_bike","2024-03-29 14:10:02","2024-03-29 14:20:57","Mass Ave at Hadley/Walden","M32056","Verizon Innovation Hub 10 Ware Street","M32050","member",3,0,19,19,"2024-03-29 14:10:02","2024-03-29 14:20:57",10.9166666666667,"afternoon","afternoon"
"678D858995A89304","classic_bike","2024-03-05 22:09:01","2024-03-05 22:22:04","MIT Pacific St at Purrington St","M32041","Gore Street at Lambert Street","M32081","member",3,0,19,19,"2024-03-05 22:09:01","2024-03-05 22:22:04",13.05,"night","night"
"5C4696AA74D67139","classic_bike","2024-03-21 09:52:56","2024-03-21 09:54:20","Broadway at Kittie Knox Bike Path","Z32998","Binney St / Sixth St","M32027","member",3,0,23,19,"2024-03-21 09:52:56","2024-03-21 09:54:20",1.4,"morning","morning"
"FDACF53A002A16AE","classic_bike","2024-03-25 11:01:36","2024-03-25 11:04:12","955 Mass Ave","M32073","Harvard University River Houses at DeWolfe St / Cowperthwaite St","M32038","member",3,0,19,21,"2024-03-25 11:01:36","2024-03-25 11:04:12",2.6,"morning","morning"
"ACA70E739A4906FD","classic_bike","2024-03-19 08:49:06","2024-03-19 08:56:41","Harvard University River Houses at DeWolfe St / Cowperthwaite St","M32038","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","M32024","member",3,0,21,19,"2024-03-19 08:49:06","2024-03-19 08:56:41",7.58333333333333,"morning","morning"
"D46D43EA32C46439","classic_bike","2024-03-08 20:24:28","2024-03-08 20:32:19","Harvard University Gund Hall at Quincy St / Kirkland St","M32021","Porter Square Station","M32029","member",3,0,15,19,"2024-03-08 20:24:28","2024-03-08 20:32:19",7.85,"evening","evening"
"2DC8D982E74EC175","electric_bike","2024-03-11 16:55:03","2024-03-11 17:02:10","Inman Square at Springfield St.","M32062","Harvard Square at Mass Ave/ Dunster","M32018","member",3,0,25,19,"2024-03-11 16:55:03","2024-03-11 17:02:10",7.11666666666667,"evening","evening"
"F99EE557EAAC64E6","classic_bike","2024-03-10 18:54:35","2024-03-10 18:57:36","MIT Vassar St","M32042","MIT at Mass Ave / Amherst St","M32006","member",3,0,53,27,"2024-03-10 18:54:35","2024-03-10 18:57:36",3.01666666666667,"evening","evening"
"35ACD57EBF07103A","classic_bike","2024-03-02 10:58:04","2024-03-02 11:02:56","Huron Ave At Vassal Lane","M32044","Graham and Parks School – Linnaean St at Walker St","M32068","member",3,0,19,18,"2024-03-02 10:58:04","2024-03-02 11:02:56",4.86666666666667,"morning","morning"
"9CD7E6EB1EB8EF92","electric_bike","2024-03-01 00:19:28","2024-03-01 00:22:36","Central Square at Mass Ave / Essex St","M32011","359 Broadway - Broadway at Fayette Street","M32026","member",3,0,19,23,"2024-03-01 00:19:28","2024-03-01 00:22:36",3.13333333333333,"night","night"
"395EDF3326F4FCFA","classic_bike","2024-03-08 13:13:48","2024-03-08 13:30:16","955 Mass Ave","M32073","Galileo Galilei Way at Fulkerson St/Binney St","M32078","member",3,0,19,19,"2024-03-08 13:13:48","2024-03-08 13:30:16",16.4666666666667,"afternoon","afternoon"
"916A63D872435E5A","classic_bike","2024-03-31 10:11:29","2024-03-31 10:20:09","Harvard University River Houses at DeWolfe St / Cowperthwaite St","M32038","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","M32024","member",3,0,21,19,"2024-03-31 10:11:29","2024-03-31 10:20:09",8.66666666666667,"morning","morning"
"2D354EF610685C82","electric_bike","2024-03-17 11:08:42","2024-03-17 11:15:03","MIT at Mass Ave / Amherst St","M32006","Sennott Park Broadway at Norfolk Street","M32063","member",3,0,27,19,"2024-03-17 11:08:42","2024-03-17 11:15:03",6.35,"morning","morning"
"18907D6C41FB59B4","classic_bike","2024-03-01 20:39:15","2024-03-01 20:42:53","Mass Ave/Lafayette Square","M32085","Dana Park","M32030","member",3,0,15,19,"2024-03-01 20:39:15","2024-03-01 20:42:53",3.63333333333333,"evening","evening"
"7A4175D90D0F59C1","classic_bike","2024-03-31 16:55:04","2024-03-31 17:02:42","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","M32023","Harvard University River Houses at DeWolfe St / Cowperthwaite St","M32038","member",3,0,17,21,"2024-03-31 16:55:04","2024-03-31 17:02:42",7.63333333333333,"evening","evening"
"ADEE375971FD05A0","electric_bike","2024-03-11 18:23:42","2024-03-11 18:26:08","Harvard St at Greene-Rose Heritage Park","M32055","Main Street/Albany Street/Technology Square","M32080","member",3,0,19,23,"2024-03-11 18:23:42","2024-03-11 18:26:08",2.43333333333333,"evening","evening"
"21C2EC8D57A435E1","classic_bike","2024-03-18 13:24:10","2024-03-18 13:27:44","Harvard St at Greene-Rose Heritage Park","M32055","MIT Stata Center at Vassar St / Main St","M32005","member",3,0,19,35,"2024-03-18 13:24:10","2024-03-18 13:27:44",3.56666666666667,"afternoon","afternoon"
"74A251FC3035DEDB","classic_bike","2024-03-16 22:59:21","2024-03-16 23:09:17","Ames St at Broadway","M32059","Cambridge Crossing at North First Street","M32077","member",3,0,19,23,"2024-03-16 22:59:21","2024-03-16 23:09:17",9.93333333333333,"night","night"
"BB12E0588AEDFF68","electric_bike","2024-03-12 12:56:42","2024-03-12 13:04:55","Old Morse Park at Putnam Ave","M32076","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","M32023","member",3,0,15,17,"2024-03-12 12:56:42","2024-03-12 13:04:55",8.21666666666667,"afternoon","afternoon"
"5462D0FED1A51B9E","electric_bike","2024-03-29 19:20:06","2024-03-29 19:25:48","Ames St at Main St","M32037","MIT Vassar St","M32042","member",3,0,19,53,"2024-03-29 19:20:06","2024-03-29 19:25:48",5.7,"evening","evening"
"63D27CE2414F872C","classic_bike","2024-03-22 09:53:46","2024-03-22 10:06:51","Harvard Law School at Mass Ave / Jarvis St","M32020","Porter Square Station","M32029","member",3,0,19,19,"2024-03-22 09:53:46","2024-03-22 10:06:51",13.0833333333333,"morning","morning"
"54BAF5E4BB74A6DE","electric_bike","2024-03-09 13:03:04","2024-03-09 13:18:34","Sennott Park Broadway at Norfolk Street","M32063","Raymond Park at Walden St","M32079","member",3,0,19,19,"2024-03-09 13:03:04","2024-03-09 13:18:34",15.5,"afternoon","afternoon"
"C46B901E96E0D651","classic_bike","2024-03-08 08:04:22","2024-03-08 08:10:09","Rindge Avenue - O'Neill Library","M32036","Graham and Parks School – Linnaean St at Walker St","M32068","member",3,0,19,18,"2024-03-08 08:04:22","2024-03-08 08:10:09",5.78333333333333,"morning","morning"
"B56941D9F6D4DE5A","classic_bike","2024-03-15 12:56:36","2024-03-15 13:08:41","Morgan Ave at North First St","M32086","Galileo Galilei Way at Fulkerson St/Binney St","M32078","casual",3,0,23,19,"2024-03-15 12:56:36","2024-03-15 13:08:41",12.0833333333333,"afternoon","afternoon"
"E820FE276793D412","classic_bike","2024-03-27 16:35:53","2024-03-27 16:42:06","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","M32012","One Kendall Square at Hampshire St / Portland St","M32002","casual",3,0,17,19,"2024-03-27 16:35:53","2024-03-27 16:42:06",6.21666666666667,"evening","evening"
"5D55D0C760BE069C","electric_bike","2024-03-02 16:50:37","2024-03-02 16:56:41","Harvard University River Houses at DeWolfe St / Cowperthwaite St","M32038","Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St","M32023","member",3,0,21,17,"2024-03-02 16:50:37","2024-03-02 16:56:41",6.06666666666667,"evening","evening"
"A4898E40B50A774C","classic_bike","2024-03-22 19:49:53","2024-03-22 19:56:50","Mass Ave/Lafayette Square","M32085","Cambridge St - at Columbia St / Webster Ave","M32007","member",3,0,15,15,"2024-03-22 19:49:53","2024-03-22 19:56:50",6.95,"evening","evening"
"A3E6800637D494B0","classic_bike","2024-03-22 16:16:24","2024-03-22 16:28:17","700 Huron Ave","M32060","Harvard Square at Brattle St / Eliot St","M32017","member",3,0,19,15,"2024-03-22 16:16:24","2024-03-22 16:28:17",11.8833333333333,"evening","evening"
"41267C2903187FC3","classic_bike","2024-03-19 18:19:35","2024-03-19 18:23:34","Dana Park","M32030","Lower Cambridgeport at Magazine St / Riverside Rd","M32022","member",3,0,19,19,"2024-03-19 18:19:35","2024-03-19 18:23:34",3.98333333333333,"evening","evening"
"404ECD96D26A3D8F","classic_bike","2024-03-26 16:51:15","2024-03-26 17:00:38","Harvard University Gund Hall at Quincy St / Kirkland St","M32021","Graham and Parks School – Linnaean St at Walker St","M32068","member",3,0,15,18,"2024-03-26 16:51:15","2024-03-26 17:00:38",9.38333333333333,"evening","evening"
"49ABDC1ED324A01C","classic_bike","2024-03-15 16:59:03","2024-03-15 17:05:33","Central Square at Mass Ave / Essex St","M32011","MIT at Mass Ave / Amherst St","M32006","member",3,0,19,27,"2024-03-15 16:59:03","2024-03-15 17:05:33",6.5,"evening","evening"
"61EB0EA519DB6CD2","classic_bike","2024-03-13 11:40:43","2024-03-13 11:48:26","Cambridge Main Library at Broadway / Trowbridge St","M32013","Lafayette Square at Mass Ave / Main St / Columbia St","M32009","member",3,0,19,15,"2024-03-13 11:40:43","2024-03-13 11:48:26",7.71666666666667,"morning","morning"
"8FA6BEBFAFD50131","classic_bike","2024-03-02 12:33:41","2024-03-02 12:39:31","Ames St at Main St","M32037","University Park","M32040","member",3,0,19,19,"2024-03-02 12:33:41","2024-03-02 12:39:31",5.83333333333333,"afternoon","afternoon"
"89ACDBBC2D316A34","electric_bike","2024-03-18 20:27:34","2024-03-18 20:31:26","Lower Cambridgeport at Magazine St / Riverside Rd","M32022","MIT Pacific St at Purrington St","M32041","member",3,0,19,19,"2024-03-18 20:27:34","2024-03-18 20:31:26",3.86666666666667,"evening","evening"
"4924F206183BBEBD","classic_bike","2024-03-22 22:28:06","2024-03-22 22:31:05","MIT Hayward St at Amherst St","M32071","MIT at Mass Ave / Amherst St","M32006","member",3,0,27,27,"2024-03-22 22:28:06","2024-03-22 22:31:05",2.98333333333333,"night","night"
"69299BAD9EC3C086","classic_bike","2024-03-27 15:52:11","2024-03-27 15:57:06","Morgan Ave at North First St","M32086","Berkshire Street at Cambridge Street","M32067","member",3,0,23,19,"2024-03-27 15:52:11","2024-03-27 15:57:06",4.91666666666667,"afternoon","afternoon"
"4D8FEDFC94005779","classic_bike","2024-03-31 13:51:24","2024-03-31 14:00:47","MIT Vassar St","M32042","MIT at Mass Ave / Amherst St","M32006","member",3,0,53,27,"2024-03-31 13:51:24","2024-03-31 14:00:47",9.38333333333333,"afternoon","afternoon"
"8EEF92BA4985B1F6","classic_bike","2024-03-15 11:00:41","2024-03-15 11:07:52","Inman Square at Springfield St.","M32062","Mass Ave/Lafayette Square","M32085","member",3,0,25,15,"2024-03-15 11:00:41","2024-03-15 11:07:52",7.18333333333333,"morning","morning"
"E3891D60B740D9F3","classic_bike","2024-03-09 06:26:55","2024-03-09 06:32:04","Central Square at Mass Ave / Essex St","M32011","Main Street/Albany Street/Technology Square","M32080","member",3,0,19,23,"2024-03-09 06:26:55","2024-03-09 06:32:04",5.15,"night","night"
"9B3C3264A7D2D2F1","classic_bike","2024-03-13 19:11:20","2024-03-13 19:21:25","MIT Stata Center at Vassar St / Main St","M32005","Cambridge Crossing at North First Street","M32077","member",3,0,35,23,"2024-03-13 19:11:20","2024-03-13 19:21:25",10.0833333333333,"evening","evening"
"37AD04331AA8C034","classic_bike","2024-03-04 15:21:51","2024-03-04 15:35:18","Harvard Kennedy School at Bennett St / Eliot St","M32016","MIT at Mass Ave / Amherst St","M32006","member",3,0,23,27,"2024-03-04 15:21:51","2024-03-04 15:35:18",13.45,"afternoon","afternoon"
"F982AEDCF8CD6C35","classic_bike","2024-03-14 12:49:18","2024-03-14 12:54:14","MIT Vassar St","M32042","University Park","M32040","member",3,0,53,19,"2024-03-14 12:49:18","2024-03-14 12:54:14",4.93333333333333,"afternoon","afternoon"
"DD99268DB1591A4B","electric_bike","2024-03-29 13:48:38","2024-03-29 13:55:01","Porter Square Station","M32029","Rindge Avenue - O'Neill Library","M32036","casual",3,0,19,19,"2024-03-29 13:48:38","2024-03-29 13:55:01",6.38333333333333,"afternoon","afternoon"
"5B927EC575A9AB1B","electric_bike","2024-03-18 17:58:25","2024-03-18 18:04:41","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","M32012","Harvard University River Houses at DeWolfe St / Cowperthwaite St","M32038","casual",3,0,17,21,"2024-03-18 17:58:25","2024-03-18 18:04:41",6.26666666666667,"evening","evening"
"F1E79E22C0CFB434","classic_bike","2024-03-30 21:03:13","2024-03-30 21:07:12","Central Square at Mass Ave / Essex St","M32011","Cambridge Dept. of Public Works -147 Hampshire St.","M32052","member",3,0,19,19,"2024-03-30 21:03:13","2024-03-30 21:07:12",3.98333333333333,"night","night"
"7057AA0C9B8D01FB","electric_bike","2024-03-01 10:32:55","2024-03-01 10:46:24","700 Huron Ave","M32060","Harvard Square at Brattle St / Eliot St","M32017","member",3,0,19,15,"2024-03-01 10:32:55","2024-03-01 10:46:24",13.4833333333333,"morning","morning"
"C12684B2E32AF022","classic_bike","2024-03-20 16:12:03","2024-03-20 16:20:38","Mass Ave/Lafayette Square","M32085","John Ahern Field at Kennedy-Longfellow School","M32083","member",3,0,15,19,"2024-03-20 16:12:03","2024-03-20 16:20:38",8.58333333333333,"evening","evening"
"A4A7B6E78B0FDFE1","classic_bike","2024-03-27 08:51:34","2024-03-27 08:53:44","John Ahern Field at Kennedy-Longfellow School","M32083","Galileo Galilei Way at Fulkerson St/Binney St","M32078","member",3,0,19,19,"2024-03-27 08:51:34","2024-03-27 08:53:44",2.16666666666667,"morning","morning"
"A701658E587455E7","classic_bike","2024-03-08 14:44:12","2024-03-08 14:58:40","MIT at Mass Ave / Amherst St","M32006","Harvard University River Houses at DeWolfe St / Cowperthwaite St","M32038","member",3,0,27,21,"2024-03-08 14:44:12","2024-03-08 14:58:40",14.4666666666667,"afternoon","afternoon"
"52834DE5AB416EF9","classic_bike","2024-03-12 15:26:55","2024-03-12 15:37:16","Third at Binney","M32048","Sennott Park Broadway at Norfolk Street","M32063","member",3,0,15,19,"2024-03-12 15:26:55","2024-03-12 15:37:16",10.35,"afternoon","afternoon"
"F0A30AC5029E7DD3","classic_bike","2024-03-17 17:12:13","2024-03-17 17:14:48","MIT Stata Center at Vassar St / Main St","M32005","MIT at Mass Ave / Amherst St","M32006","member",3,0,35,27,"2024-03-17 17:12:13","2024-03-17 17:14:48",2.58333333333333,"evening","evening"
"5AE8B56A510E55CE","classic_bike","2024-03-01 13:01:33","2024-03-01 13:06:10","MIT Stata Center at Vassar St / Main St","M32005","Kendall T","M32004","member",3,0,35,23,"2024-03-01 13:01:33","2024-03-01 13:06:10",4.61666666666667,"afternoon","afternoon"
"AAD27D004894C3D0","classic_bike","2024-03-11 11:11:34","2024-03-11 11:27:12","MIT Carleton St at Amherst St","M32070","Harvard Square at Mass Ave/ Dunster","M32018","casual",3,0,27,19,"2024-03-11 11:11:34","2024-03-11 11:27:12",15.6333333333333,"morning","morning"
"FF2D5A7E349629B5","classic_bike","2024-03-11 08:32:23","2024-03-11 11:43:59","Dana Park","M32030","Kendall T","M32004","member",3,0,19,23,"2024-03-11 08:32:23","2024-03-11 11:43:59",191.6,"morning","morning"
"48F6D4F542E7E8F1","electric_bike","2024-03-03 16:55:28","2024-03-03 17:04:13","Cambridge Main Library at Broadway / Trowbridge St","M32013","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","M32014","member",3,0,19,15,"2024-03-03 16:55:28","2024-03-03 17:04:13",8.75,"evening","evening"
"B87770AEAA60972B","classic_bike","2024-03-08 19:08:39","2024-03-08 19:15:58","Galileo Galilei Way at Fulkerson St/Binney St","M32078","Central Square at Mass Ave / Essex St","M32011","member",3,0,19,19,"2024-03-08 19:08:39","2024-03-08 19:15:58",7.31666666666667,"evening","evening"
"E29D723CE84B044F","classic_bike","2024-03-02 20:26:36","2024-03-02 20:28:11","Mass Ave at Albany St","M32061","Mass Ave at Albany St","M32061","member",3,1,18,18,"2024-03-02 20:26:36","2024-03-02 20:28:11",1.58333333333333,"evening","evening"
"EE8812E80AABA9D3","classic_bike","2024-03-23 16:30:16","2024-03-23 16:39:21","359 Broadway - Broadway at Fayette Street","M32026","MIT Carleton St at Amherst St","M32070","member",3,0,23,27,"2024-03-23 16:30:16","2024-03-23 16:39:21",9.08333333333333,"evening","evening"
"A9B40E908C33DB67","classic_bike","2024-03-09 22:49:56","2024-03-09 23:00:59","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","M32012","Lower Cambridgeport at Magazine St / Riverside Rd","M32022","member",3,0,17,19,"2024-03-09 22:49:56","2024-03-09 23:00:59",11.05,"night","night"
"FDFEF18289BB68F7","classic_bike","2024-03-13 19:01:15","2024-03-13 19:10:40","MIT at Mass Ave / Amherst St","M32006","Third at Binney","M32048","member",3,0,27,15,"2024-03-13 19:01:15","2024-03-13 19:10:40",9.41666666666667,"evening","evening"
"221C903149ACD736","classic_bike","2024-03-04 17:41:03","2024-03-04 17:47:57","Kendall T","M32004","Cambridge Dept. of Public Works -147 Hampshire St.","M32052","member",3,0,23,19,"2024-03-04 17:41:03","2024-03-04 17:47:57",6.9,"evening","evening"
"A454E3164BF7B7B8","electric_bike","2024-03-10 15:55:07","2024-03-10 16:05:27","Church St","M32087","Harvard University Radcliffe Quadrangle at Shepard St / Garden St","M32024","member",3,0,15,19,"2024-03-10 15:55:07","2024-03-10 16:05:27",10.3333333333333,"afternoon","evening"
"794336406534F801","classic_bike","2024-03-18 15:56:42","2024-03-18 15:57:48","MIT Hayward St at Amherst St","M32071","Kendall T","M32004","member",3,0,27,23,"2024-03-18 15:56:42","2024-03-18 15:57:48",1.1,"afternoon","afternoon"
"9AB4C31ED31A1FCD","classic_bike","2024-03-30 17:57:52","2024-03-30 18:06:22","Lafayette Square at Mass Ave / Main St / Columbia St","M32009","Cambridge Main Library at Broadway / Trowbridge St","M32013","member",3,0,15,19,"2024-03-30 17:57:52","2024-03-30 18:06:22",8.5,"evening","evening"
"552FD0872D22287C","classic_bike","2024-03-08 18:56:56","2024-03-08 19:12:42","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","M32012","Harvard St at Greene-Rose Heritage Park","M32055","member",3,0,17,19,"2024-03-08 18:56:56","2024-03-08 19:12:42",15.7666666666667,"evening","evening"
"71563E9CD97C762A","classic_bike","2024-03-22 18:31:22","2024-03-22 18:36:20","Cambridge Dept. of Public Works -147 Hampshire St.","M32052","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","M32012","member",3,0,19,17,"2024-03-22 18:31:22","2024-03-22 18:36:20",4.96666666666667,"evening","evening"
"B6214A5AFA634FDC","electric_bike","2024-03-26 16:20:43","2024-03-26 16:27:20","Galileo Galilei Way at Main Street","M32072","955 Mass Ave","M32073","member",3,0,19,19,"2024-03-26 16:20:43","2024-03-26 16:27:20",6.61666666666667,"evening","evening"
"4D91A7B7F9543C0D","classic_bike","2024-03-15 14:19:00","2024-03-15 14:23:49","MIT Pacific St at Purrington St","M32041","Lower Cambridgeport at Magazine St / Riverside Rd","M32022","member",3,0,19,19,"2024-03-15 14:19:00","2024-03-15 14:23:49",4.81666666666667,"afternoon","afternoon"
"1B4916EEA51DDB21","classic_bike","2024-03-08 08:38:05","2024-03-08 08:40:26","John Ahern Field at Kennedy-Longfellow School","M32083","Binney St / Sixth St","M32027","member",3,0,19,19,"2024-03-08 08:38:05","2024-03-08 08:40:26",2.35,"morning","morning"
"3DBD80C2A8380E98","classic_bike","2024-03-19 13:41:12","2024-03-19 13:55:29","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","M32012","Mass Ave at Albany St","M32061","member",3,0,17,18,"2024-03-19 13:41:12","2024-03-19 13:55:29",14.2833333333333,"afternoon","afternoon"
"1EAD5D5D71F7A36A","electric_bike","2024-03-19 16:40:32","2024-03-19 17:01:24","Morgan Ave at North First St","M32086","Cambridge Main Library at Broadway / Trowbridge St","M32013","member",3,0,23,19,"2024-03-19 16:40:32","2024-03-19 17:01:24",20.8666666666667,"evening","evening"
"48D06FBF35172A60","electric_bike","2024-03-06 12:51:33","2024-03-06 12:56:44","Sidney Research Campus/Erie Street at Waverly","M32047","Ames St at Main St","M32037","member",3,0,19,19,"2024-03-06 12:51:33","2024-03-06 12:56:44",5.18333333333333,"afternoon","afternoon"
"404A4354BDFABB4C","classic_bike","2024-03-13 17:17:59","2024-03-13 17:27:37","Galileo Galilei Way at Main Street","M32072","MIT at Mass Ave / Amherst St","M32006","member",3,0,19,27,"2024-03-13 17:17:59","2024-03-13 17:27:37",9.63333333333333,"evening","evening"
"B594EEAFF87DA9F4","electric_bike","2024-03-04 11:27:49","2024-03-04 11:32:02","MIT Hayward St at Amherst St","M32071","Mass Ave/Lafayette Square","M32085","member",3,0,27,15,"2024-03-04 11:27:49","2024-03-04 11:32:02",4.21666666666667,"morning","morning"
"8579295958867D63","classic_bike","2024-03-05 09:51:01","2024-03-05 10:03:49","Harvard University Housing - 115 Putnam Ave at Peabody Terrace","M32014","One Memorial Drive","M32053","member",3,0,15,19,"2024-03-05 09:51:01","2024-03-05 10:03:49",12.8,"morning","morning"
"91BCC5EAE81CD39C","classic_bike","2024-03-27 19:36:58","2024-03-27 19:41:45","Central Square at Mass Ave / Essex St","M32011","MIT at Mass Ave / Amherst St","M32006","member",3,0,19,27,"2024-03-27 19:36:58","2024-03-27 19:41:45",4.78333333333333,"evening","evening"
"57FD8F0A4C1848CE","electric_bike","2024-03-30 20:17:01","2024-03-30 20:23:23","Inman Square at Springfield St.","M32062","CambridgeSide Galleria - CambridgeSide PL at Land Blvd","M32019","member",3,0,25,15,"2024-03-30 20:17:01","2024-03-30 20:23:23",6.36666666666667,"evening","evening"
"46C250F0F4080554","classic_bike","2024-03-11 19:45:11","2024-03-11 19:50:01","Harvard St at Greene-Rose Heritage Park","M32055","Sennott Park Broadway at Norfolk Street","M32063","member",3,0,19,19,"2024-03-11 19:45:11","2024-03-11 19:50:01",4.83333333333333,"evening","evening"
"9BE2B76D4EF5C395","classic_bike","2024-03-18 17:05:12","2024-03-18 17:06:30","MIT Stata Center at Vassar St / Main St","M32005","Ames St at Main St","M32037","member",3,0,35,19,"2024-03-18 17:05:12","2024-03-18 17:06:30",1.3,"evening","evening"
"29BBDE5E06A98358","electric_bike","2024-03-27 14:22:47","2024-03-27 14:28:21","Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St","M32012","Ames St at Main St","M32037","member",3,0,17,19,"2024-03-27 14:22:47","2024-03-27 14:28:21",5.56666666666667,"afternoon","afternoon"
"679F42734416792F","classic_bike","2024-03-22 14:30:13","2024-03-22 14:33:25","Third at Binney","M32048","Galileo Galilei Way at Fulkerson St/Binney St","M32078","member",3,0,15,19,"2024-03-22 14:30:13","2024-03-22 14:33:25",3.2,"afternoon","afternoon"
"AFE9793FDF839C27","classic_bike","2024-03-16 13:15:15","2024-03-16 13:19:15","Dana Park","M32030","Lower Cambridgeport at Magazine St / Riverside Rd","M32022","member",3,0,19,19,"2024-03-16 13:15:15","2024-03-16 13:19:15",4,"afternoon","afternoon"
"794AD1DBBD86E6CE","electric_bike","2024-03-15 09:12:33","2024-03-15 09:25:42","MIT Stata Center at Vassar St / Main St","M32005","MIT Stata Center at Vassar St / Main St","M32005","member",3,1,35,35,"2024-03-15 09:12:33","2024-03-15 09:25:42",13.15,"morning","morning"
"010C65D48C8CC068","classic_bike","2024-03-09 10:49:53","2024-03-09 10:59:08","Harvard Law School at Mass Ave / Jarvis St","M32020","Cambridge St - at Columbia St / Webster Ave","M32007","member",3,0,19,15,"2024-03-09 10:49:53","2024-03-09 10:59:08",9.25,"morning","morning"
"14FCFD438637DEB4","electric_bike","2024-03-07 20:39:27","2024-03-07 20:44:41","Main Street/Albany Street/Technology Square","M32080","Berkshire Street at Cambridge Street","M32067","member",3,0,23,19,"2024-03-07 20:39:27","2024-03-07 20:44:41",5.23333333333333,"evening","evening"
